Species,Cluster,IndVal,Specificity,Fidelity,pvalue,pvalue_adj,indval_zscore,relative_strength,interpretation,indval_percentile,specificity_percentile,fidelity_percentile,rank
species_Ribes nevadense,0,2.0147964803176404,0.7042536064620487,0.028608962195299955,0.0146,0.02369855072463768,-0.06765796773621327,below_average,"Below average indicator (z-score: -0.3, ranked #75 of 162 significant species)
IndVal: 2.0 (stronger than 54.3% of significant species)
Specificity: 70.4% (better than 17.9% of significant species)
Fidelity: 2.9% (better than 59.0% of significant species)
p=1.5e-02",0.5432098765432098,0.17901234567901234,0.5895061728395061,75.0
species_Rubus parviflorus,0,3.7129392625170135,0.6641604931463201,0.05590424755510145,0.0062,0.01138360655737705,1.0168244611009811,strong,"Above average indicator (z-score: 0.7, ranked #31 of 162 significant species)
IndVal: 3.7 (stronger than 81.5% of significant species)
Specificity: 66.4% (better than 10.5% of significant species)
Fidelity: 5.6% (better than 89.2% of significant species)
p=6.2e-03",0.8148148148148148,0.10493827160493827,0.8919753086419753,31.0
species_Sarcodes sanguinea,0,12.014656430177824,0.8054051976824683,0.14917530287549263,0.0002,0.0007859649122807018,6.318537892903097,strong,"Exceptionally strong indicator (z-score: 5.7, ranked #1 of 162 significant species)
IndVal: 12.0 (stronger than 100.0% of significant species)
Specificity: 80.5% (better than 42.0% of significant species)
Fidelity: 14.9% (better than 100.0% of significant species)
p=2.0e-04",1.0,0.41975308641975306,1.0,1.0
species_Sceloporus occidentalis,1,4.630182572950577,0.6423243471299085,0.07208480565371024,0.0002,0.0007859649122807018,1.6026022081555111,strong,"Very strong indicator (z-score: 1.3, ranked #19 of 162 significant species)
IndVal: 4.6 (stronger than 88.9% of significant species)
Specificity: 64.2% (better than 6.2% of significant species)
Fidelity: 7.2% (better than 95.7% of significant species)
p=2.0e-04",0.8888888888888888,0.06172839506172839,0.9567901234567902,19.0
species_Sciurus griseus,1,1.8437357758424757,0.6865489796887114,0.02685512367491166,0.0002,0.0007859649122807018,-0.1769022139871435,below_average,"Below average indicator (z-score: -0.4, ranked #90 of 162 significant species)
IndVal: 1.8 (stronger than 45.1% of significant species)
Specificity: 68.7% (better than 16.0% of significant species)
Fidelity: 2.7% (better than 54.3% of significant species)
p=2.0e-04",0.4506172839506173,0.16049382716049382,0.5432098765432098,90.0
species_Sedum obtusatum,0,1.3720624726317325,1.0,0.013720624726317326,0.0012,0.0031999999999999997,-0.47812624228772327,below_average,"Below average indicator (z-score: -0.7, ranked #115 of 162 significant species)
IndVal: 1.4 (stronger than 29.6% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 1.4% (better than 17.9% of significant species)
p=1.2e-03",0.2962962962962963,0.941358024691358,0.17901234567901234,115.0
species_Sedum spathulifolium,1,2.332961039863495,0.8252849678517113,0.028268551236749116,0.0002,0.0007859649122807018,0.1355309972454687,above_average,"Below average indicator (z-score: -0.1, ranked #65 of 162 significant species)
IndVal: 2.3 (stronger than 60.5% of significant species)
Specificity: 82.5% (better than 43.8% of significant species)
Fidelity: 2.8% (better than 57.7% of significant species)
p=2.0e-04",0.6049382716049383,0.4382716049382716,0.5771604938271605,65.0
species_Senecio integerrimus,0,1.4504989213355801,0.9555161644298135,0.015180265654648957,0.0008,0.002268354430379747,-0.4280344883484331,below_average,"Below average indicator (z-score: -0.6, ranked #110 of 162 significant species)
IndVal: 1.5 (stronger than 32.7% of significant species)
Specificity: 95.6% (better than 84.0% of significant species)
Fidelity: 1.5% (better than 25.3% of significant species)
p=8.0e-04",0.3271604938271605,0.8395061728395061,0.25308641975308643,110.0
species_Senecio triangularis,0,1.591008611881477,1.0,0.01591008611881477,0.0002,0.0007859649122807018,-0.3383009912151594,below_average,"Below average indicator (z-score: -0.5, ranked #102 of 162 significant species)
IndVal: 1.6 (stronger than 37.7% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 1.6% (better than 27.2% of significant species)
p=2.0e-04",0.3765432098765432,0.941358024691358,0.2716049382716049,102.0
species_Sidalcea glaucescens,0,1.6933705877326295,0.9281025517244997,0.01824551160414538,0.0006,0.001816216216216216,-0.2729297130427455,below_average,"Below average indicator (z-score: -0.5, ranked #96 of 162 significant species)
IndVal: 1.7 (stronger than 41.4% of significant species)
Specificity: 92.8% (better than 69.8% of significant species)
Fidelity: 1.8% (better than 33.0% of significant species)
p=6.0e-04",0.41358024691358025,0.6975308641975309,0.33024691358024694,96.0
species_Sidalcea oregana,0,1.0217486498321413,1.0,0.010217486498321413,0.0022,0.004977777777777778,-0.7018466440038255,below_average,"Below average indicator (z-score: -0.9, ranked #148 of 162 significant species)
IndVal: 1.0 (stronger than 9.3% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 1.0% (better than 6.5% of significant species)
p=2.2e-03",0.09259259259259259,0.941358024691358,0.06481481481481481,148.0
species_Silene laciniata,1,6.3044034990513955,0.8495934239197832,0.07420494699646643,0.0002,0.0007859649122807018,2.671807457196049,strong,"Exceptionally strong indicator (z-score: 2.3, ranked #5 of 162 significant species)
IndVal: 6.3 (stronger than 97.5% of significant species)
Specificity: 85.0% (better than 51.9% of significant species)
Fidelity: 7.4% (better than 96.3% of significant species)
p=2.0e-04",0.9753086419753086,0.5185185185185185,0.9629629629629629,5.0
species_Sitta canadensis,0,1.6458430537863666,0.6711708786601428,0.024521967595971392,0.0452,0.06316521739130435,-0.3032821521844819,below_average,"Below average indicator (z-score: -0.5, ranked #98 of 162 significant species)
IndVal: 1.6 (stronger than 40.1% of significant species)
Specificity: 67.1% (better than 11.1% of significant species)
Fidelity: 2.5% (better than 52.5% of significant species)
p=4.5e-02",0.4012345679012346,0.1111111111111111,0.5246913580246914,98.0
species_Sphyrapicus ruber,0,1.34607183419363,0.7093798566200431,0.018975332068311195,0.0358,0.05207272727272727,-0.4947246055089106,below_average,"Below average indicator (z-score: -0.7, ranked #119 of 162 significant species)
IndVal: 1.3 (stronger than 27.2% of significant species)
Specificity: 70.9% (better than 19.8% of significant species)
Fidelity: 1.9% (better than 38.3% of significant species)
p=3.6e-02",0.2716049382716049,0.19753086419753085,0.38271604938271603,119.0
species_Sphyrapicus thyroideus,0,0.9882775150442416,0.8463361569460124,0.011677127426653043,0.0218,0.03321904761904762,-0.7232222656130436,below_average,"Below average indicator (z-score: -0.9, ranked #149 of 162 significant species)
IndVal: 1.0 (stronger than 8.6% of significant species)
Specificity: 84.6% (better than 51.2% of significant species)
Fidelity: 1.2% (better than 10.8% of significant species)
p=2.2e-02",0.08641975308641975,0.5123456790123457,0.10802469135802469,149.0
species_Spiraea splendens,0,3.5615238651291783,1.0,0.035615238651291785,0.0002,0.0007859649122807018,0.920126268437916,above_average,"Above average indicator (z-score: 0.6, ranked #34 of 162 significant species)
IndVal: 3.6 (stronger than 79.6% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 3.6% (better than 67.3% of significant species)
p=2.0e-04",0.7962962962962963,0.941358024691358,0.6728395061728395,34.0
species_Streptanthus tortuosus,0,3.1360214633396737,0.8525747240214328,0.03678295139395708,0.0002,0.0007859649122807018,0.6483882950437775,above_average,"Above average indicator (z-score: 0.4, ranked #40 of 162 significant species)
IndVal: 3.1 (stronger than 75.9% of significant species)
Specificity: 85.3% (better than 53.7% of significant species)
Fidelity: 3.7% (better than 71.6% of significant species)
p=2.0e-04",0.7592592592592593,0.5370370370370371,0.7160493827160493,40.0
species_Tamiasciurus douglasii,0,3.062595426374527,0.7520373213653005,0.04072398190045249,0.0012,0.0031999999999999997,0.6014963329881965,above_average,"Above average indicator (z-score: 0.3, ranked #42 of 162 significant species)
IndVal: 3.1 (stronger than 74.7% of significant species)
Specificity: 75.2% (better than 28.4% of significant species)
Fidelity: 4.1% (better than 76.5% of significant species)
p=1.2e-03",0.7469135802469136,0.2839506172839506,0.7654320987654321,42.0
species_Taricha sierrae,1,3.318906184922124,0.8096986640801388,0.04098939929328622,0.0002,0.0007859649122807018,0.7651836959594019,above_average,"Above average indicator (z-score: 0.5, ranked #39 of 162 significant species)
IndVal: 3.3 (stronger than 76.5% of significant species)
Specificity: 81.0% (better than 42.6% of significant species)
Fidelity: 4.1% (better than 77.8% of significant species)
p=2.0e-04",0.7654320987654321,0.42592592592592593,0.7777777777777778,39.0
species_Thamnophis elegans,0,1.5750879825745958,0.7993279828606338,0.01970515253247701,0.0078,0.0139776,-0.34846835930712944,below_average,"Below average indicator (z-score: -0.5, ranked #103 of 162 significant species)
IndVal: 1.6 (stronger than 37.0% of significant species)
Specificity: 79.9% (better than 40.1% of significant species)
Fidelity: 2.0% (better than 41.4% of significant species)
p=7.8e-03",0.37037037037037035,0.4012345679012346,0.41358024691358025,103.0
species_Toxicodendron diversilobum,1,6.059748795030499,0.942257642304193,0.06431095406360424,0.0002,0.0007859649122807018,2.5155639831935925,strong,"Exceptionally strong indicator (z-score: 2.1, ranked #8 of 162 significant species)
IndVal: 6.1 (stronger than 95.7% of significant species)
Specificity: 94.2% (better than 75.9% of significant species)
Fidelity: 6.4% (better than 93.8% of significant species)
p=2.0e-04",0.9567901234567902,0.7592592592592593,0.9382716049382716,8.0
species_Trifolium longipes,0,1.050941468398774,1.0,0.01050941468398774,0.0038,0.007532743362831859,-0.6832032771941503,below_average,"Below average indicator (z-score: -0.9, ranked #145 of 162 significant species)
IndVal: 1.1 (stronger than 11.1% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 1.1% (better than 7.4% of significant species)
p=3.8e-03",0.1111111111111111,0.941358024691358,0.07407407407407407,145.0
species_Ursus americanus,0,4.0273884428169895,0.6507461844749809,0.06188877536126113,0.0084,0.014815748031496063,1.2176406788962322,strong,"Above average indicator (z-score: 0.9, ranked #26 of 162 significant species)
IndVal: 4.0 (stronger than 84.6% of significant species)
Specificity: 65.1% (better than 8.6% of significant species)
Fidelity: 6.2% (better than 92.6% of significant species)
p=8.4e-03",0.845679012345679,0.08641975308641975,0.9259259259259259,26.0
species_Valeriana californica,0,1.0655378776820903,1.0,0.010655378776820903,0.0022,0.004977777777777778,-0.6738815937893127,below_average,"Below average indicator (z-score: -0.8, ranked #143 of 162 significant species)
IndVal: 1.1 (stronger than 12.3% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 1.1% (better than 8.0% of significant species)
p=2.2e-03",0.12345679012345678,0.941358024691358,0.08024691358024691,143.0
species_Veratrum californicum,0,6.217181206818286,0.9680433738161837,0.06422420084659174,0.0002,0.0007859649122807018,2.616104812918281,strong,"Exceptionally strong indicator (z-score: 2.2, ranked #7 of 162 significant species)
IndVal: 6.2 (stronger than 96.3% of significant species)
Specificity: 96.8% (better than 85.8% of significant species)
Fidelity: 6.4% (better than 93.2% of significant species)
p=2.0e-04",0.9629629629629629,0.8580246913580247,0.9320987654320988,7.0
species_Viola glabella,0,1.3018155526022646,0.9100753419263382,0.014304481097649977,0.002,0.004765957446808511,-0.5229879295677657,below_average,"Below average indicator (z-score: -0.7, ranked #122 of 162 significant species)
IndVal: 1.3 (stronger than 25.3% of significant species)
Specificity: 91.0% (better than 66.0% of significant species)
Fidelity: 1.4% (better than 22.5% of significant species)
p=2.0e-03",0.25308641975308643,0.6604938271604939,0.22530864197530864,122.0
species_Viola lobata,0,2.445447553510808,0.6866295569304321,0.035615238651291785,0.011,0.018666666666666665,0.20736809410823656,above_average,"Below average indicator (z-score: -0.0, ranked #63 of 162 significant species)
IndVal: 2.4 (stronger than 61.7% of significant species)
Specificity: 68.7% (better than 16.7% of significant species)
Fidelity: 3.6% (better than 67.3% of significant species)
p=1.1e-02",0.6172839506172839,0.16666666666666666,0.6728395061728395,63.0
species_Viola macloskeyi,0,1.6639906582980586,1.0,0.016639906582980587,0.0004,0.0012619718309859157,-0.2916925741909714,below_average,"Below average indicator (z-score: -0.5, ranked #97 of 162 significant species)
IndVal: 1.7 (stronger than 40.7% of significant species)
Specificity: 100.0% (better than 94.1% of significant species)
Fidelity: 1.7% (better than 29.3% of significant species)
p=4.0e-04",0.4074074074074074,0.941358024691358,0.2932098765432099,97.0
species_Viola pinetorum,0,1.2174981524716417,0.9478499821117293,0.012844840169318347,0.0038,0.007532743362831859,-0.5768354268721236,below_average,"Below average indicator (z-score: -0.8, ranked #129 of 162 significant species)
IndVal: 1.2 (stronger than 21.0% of significant species)
Specificity: 94.8% (better than 79.0% of significant species)
Fidelity: 1.3% (better than 16.0% of significant species)
p=3.8e-03",0.20987654320987653,0.7901234567901234,0.16049382716049382,129.0
species_Viola purpurea,0,2.260642700145605,0.6347402925695712,0.035615238651291785,0.045,0.06316521739130435,0.08934644225466071,above_average,"Below average indicator (z-score: -0.1, ranked #67 of 162 significant species)
IndVal: 2.3 (stronger than 59.3% of significant species)
Specificity: 63.5% (better than 5.6% of significant species)
Fidelity: 3.6% (better than 67.3% of significant species)
p=4.5e-02",0.5925925925925926,0.05555555555555555,0.6728395061728395,67.0
species_Viola sheltonii,1,1.1572029630026455,0.6297854587110552,0.018374558303886925,0.0208,0.03213241379310344,-0.6153416550927249,below_average,"Below average indicator (z-score: -0.8, ranked #133 of 162 significant species)
IndVal: 1.2 (stronger than 18.5% of significant species)
Specificity: 63.0% (better than 4.3% of significant species)
Fidelity: 1.8% (better than 34.0% of significant species)
p=2.1e-02",0.18518518518518517,0.043209876543209874,0.3395061728395062,133.0
species_Woodwardia fimbriata,1,2.4586888140660887,0.8697611679758789,0.028268551236749116,0.0002,0.0007859649122807018,0.21582434087286875,above_average,"Below average indicator (z-score: -0.0, ranked #62 of 162 significant species)
IndVal: 2.5 (stronger than 62.3% of significant species)
Specificity: 87.0% (better than 57.4% of significant species)
Fidelity: 2.8% (better than 57.7% of significant species)
p=2.0e-04",0.6234567901234568,0.5740740740740741,0.5771604938271605,62.0
species_Wyethia mollis,0,3.943681898579237,0.9513438270128997,0.041453802364618306,0.0002,0.0007859649122807018,1.16418329159282,strong,"Above average indicator (z-score: 0.9, ranked #28 of 162 significant species)
IndVal: 3.9 (stronger than 83.3% of significant species)
Specificity: 95.1% (better than 80.2% of significant species)
Fidelity: 4.1% (better than 79.0% of significant species)
p=2.0e-04",0.8333333333333334,0.8024691358024691,0.7901234567901234,28.0
species_Wyethia sagittata,0,0.8840484714319679,0.7969231681290017,0.01109327105532039,0.0272,0.04034966887417218,-0.7897859065252749,below_average,"Below average indicator (z-score: -1.0, ranked #154 of 162 significant species)
IndVal: 0.9 (stronger than 5.6% of significant species)
Specificity: 79.7% (better than 39.2% of significant species)
Fidelity: 1.1% (better than 9.3% of significant species)
p=2.7e-02",0.05555555555555555,0.39197530864197533,0.09259259259259259,154.0
